n,id,unique_views,tag,good,created,bookmarked,t,content
2560,imj8aamgnko5xe,145,euchre,1,2016-04-02T14:22:19Z,5,1470666626461,what do i do now
2559,imj5i1j0xs25i0,180,euchre,3,2016-04-02T13:04:22Z,7,1470666626691,so i just checked my autorgrader score and i received a 410 it says we had the incorrect output for the testcases including the public ones however when we ran them on caen and diffed the output with the correct there was no difference how is this possible
2556,imiph4f8dpy56f,142,euchre,0,2016-04-02T05:35:45Z,3,1470666627387,the autograder just finished grading my submission but the score showed a 00 why did this happen why didnt i get an actual score
2555,imipclp3xxs3k9,163,euchre,0,2016-04-02T05:32:14Z,5,1470666627611,hi my submission in the autograder was just graded and it gave us a 01 for player public test but i just ran my code on terminal and it passes and im almost 100 positive that my playercpp is correct because in an earlier submission i passed the test and my code for that file is the same could this be an autograder error
2553,imimvevgv186nc,144,euchre,0,2016-04-02T04:22:53Z,4,1470666628111,my submission has been in the autograder queue for over 5 hours should i be worried
2552,imimufv5o4b4w0,149,euchre,1,2016-04-02T04:22:08Z,6,1470666628400,i just got my autograder feedback and im a bit concerned i ran the public test cases through caen using the makefile and it compiled with no problem i figured since these are the same public test cases as the autograder and i tested it on caen that they would at least compile when i got my feedback from the autograder my playercpp file didnt compile and it gave me back an error that i never got with caen as a result nothing compiled after that so obviously i failed a lot of tests does this mean that im going to get an extremely low grade on the project since pretty much the last 23 of it doesnt compile my project isnt perfect but what i turned in is 90 done and while it definitely still has a few bugs its almost all the way there im concerned im going to get a 15 or something on this heres the error message i got from the autograder this didnt show up when i ran it on caen i understand the problem although it doesnt affect how the code runs in this case and its like a 2 second fix the problem is that i didnt get this error until i used the autograder is there anything i can or should do about this thanks playercpp in member function virtual card simpleleadcardconst string playercpp14746 error bestcard may be used uninitialized in this function werrormaybeuninitialized playcard handindexbestcardinhand playercpp in member function virtual card simpleplaycardconst card const string playercpp15769 error bestcard may be used uninitialized in this function werrormaybeuninitialized playcard handhighestcardofsuitledcardgetsuit trump cc1plus all warnings being treated as errors
2548,imieb80rfx835k,221,euchre,1,2016-04-02T00:23:14Z,4,1470666629325,luckily i was able to check it before the deadline so i was able to submit the files again however if i had not checked back i would have been graded zero for having nothing submitted i hope this does not happen again
2546,imidzdc7vm2uh,224,euchre,28,2016-04-02T00:14:01Z,4,1470666629766,whos ready to cry
2545,imidpi0mj6v6hs,212,euchre,0,2016-04-02T00:06:21Z,5,1470666630006,my project was just graded and i received this error i submitted this morning and got a 610 then implemented human functions to pass euchretest50 which brought me to 810 but i do not see an official score help please
2544,imicw8okuzn2bn,223,euchre,3,2016-04-01T23:43:35Z,5,1470666630244,hey i submitted to the autograder a little bit ago and it hasnt graded me yet is this problem happening to anyone else
2543,imics2jmn391ai,186,euchre,0,2016-04-01T23:40:21Z,4,1470666630468,is it safe for me to leave to queue to resubmit i dont want to run into any unintended issues i know there were problems earlier with people trying to rebubmit thank you
2542,imickijuvv3mn,232,euchre,34,2016-04-01T23:34:28Z,3,1470666630683,this is a joke right it feels like a joke
2541,imicjp6yx314n3,200,euchre,0,2016-04-01T23:33:50Z,4,1470666630899,what does it mean that the following files were discarded due to being unnecessary
2540,imicakis5cdho,194,euchre,0,2016-04-01T23:26:44Z,4,1470666631119,i submitted couple hours ago but in euchrecpp i realized for error checking i did packfilemane shufflenoshuffle indstead of packfilename am i going to lose major points for this should i resubmit
2539,imic0bchoau1y4,226,euchre,1,2016-04-01T23:18:46Z,7,1470666631329,what dis mean
2538,imibrwselu725c,168,euchre,0,2016-04-01T23:12:14Z,4,1470666631592,whenever i try to use vectorsort i am getting so many errors why
2537,imiblu9w8a42w3,210,euchre,9,2016-04-01T23:07:31Z,5,1470666631792,is there any reason why we cannot get a project extension its ridiculous that we are expected to not work on our projects the day it is due the instructors are essentially saying that its our faults that the autograder is down and we should have known to submit before today i have many other obligations that prevent me from working nonstop on my projects but i expected to be able to check my autograder score to help me see what i needed to fix i lost a day to work on my project because i could not check my code against the autograder that isnt fair and it isnt fair to tell students to take whatever grade they get on the autograder without seeing whether or not it compiledreceived a score
2536,imib8bbqxkqy,178,euchre,12,2016-04-01T22:56:59Z,10,1470666632068,autograder is not working saying this is why you shouldnt wait until the last day is ridiculous you made it due until then and implied wed have all resources to work on it now we have to blindly submit code that by your design will completely fail with small errors very dissapointed
2535,imib69owqb378b,133,euchre,0,2016-04-01T22:55:24Z,6,1470666632283,why am i getting this error my class starts off with class human public player public
2534,imiatqc6mjtmw,149,euchre,2,2016-04-01T22:45:39Z,5,1470666632479,is there a reason that my code has the exact same output for test00 but my test01 output is different enough that the players have different cards i checked over our shuffling and dealing functions and havent found an issue
2533,imiaq8cp4ig70n,239,euchre,11,2016-04-01T22:42:56Z,10,1470666632687,an entire day of the project is gone no testing no submitting you cant do anything it is quite unfair to students who were told in the syllabus that they were going to be given a certain amount of days to do the project i made a slight change in my project today but have not gotten the autograde in hours this would be alright if we could test on environments exactly like the autograder but even caen is different i suggest that project turn ins on sundays or tuesdays days when less eecs classes have projects due there is precedent of an extension being granted in a situation just like the one today the eecs dept prides itself on being fair to students but this is an example of every student being given one less day to do the project
2531,imi9q31pgwv4ye,187,euchre,1,2016-04-01T22:14:49Z,11,1470666633366,waiting on a submit from awhile back is there an issue with the autograder again
2530,imi9mdb17qb1w7,202,euchre,5,2016-04-01T22:11:56Z,11,1470666633588,whats up with these wait times this is ridiculous
2529,imi8yx7dgg43ee,141,euchre,0,2016-04-01T21:53:42Z,4,1470666633794,when i run my code through caen and check the diff between euchretest00outeuchretest00outcorrect euchretest01 and euchretest50 all compile and run fine and according to diff the output matches the correct outputs however the autograder just finished grading my files and all three of these tests got 01 due to the output being incorrect what would cause this
2528,imi8acp1rdh6vw,218,euchre,1,2016-04-01T21:34:36Z,7,1470666634019,i am passing all my test cases in caen including the file comparisons with euchretest00outcorrect euchretest01outcorrect and euchretest50outcorrect after running my code on the autograder i received output differences for all euchre tests i changed my code so that all print statements occur the euchrecpp file except for cases when user input is need for a human player however now i cant see if this indeed solved the issue because i have been on the autograder que for over an hour will the issue of the que be solved sometime before 8pm
2527,imi8881w5lw1ah,228,euchre,1,2016-04-01T21:32:56Z,10,1470666634262,my partner and i submitted to the autograder over 3 hours ago and it is still queued does anyone know why it is taking so long we want to know what we got so we can make adjustments if we have to
2526,imi7wy61u4x3gn,162,euchre,0,2016-04-01T21:24:10Z,4,1470666634453,
2525,imi7quw2yqv1fz,181,euchre,0,2016-04-01T21:19:26Z,9,1470666634680,hi my autograder has been cued for over three hours now and i cannot get any feedback from it will i be able to resubmit if it stays cued until 8pm thank you
2524,imi7okd0ivy7md,108,euchre,0,2016-04-01T21:17:39Z,4,1470666634907,i got the error message test error 1 what does this mean specifically
2522,imi7gvx5cwn2mk,105,euchre,0,2016-04-01T21:11:41Z,4,1470666635342,if i have a vector of cards called hand is there an easy way to track the size of the vector without using size right now i get the warning that it loses integer precision which caen treats as an error and im not sure how to get around it
2521,imi79d67dpy427,197,euchre,1,2016-04-01T21:05:50Z,5,1470666635538,if our projects are cued by 8pm does this mean they will still get graded or are we only graded on the submissions that make it through the cue before the due time
2520,imi74fylajm22,105,euchre,0,2016-04-01T21:02:00Z,4,1470666635795,i just started getting this error out of nowhere after this function has worked fine for the past day and im not sure why i just finished editing a different helper function that i call after this one in euchre other than that i havent changed anything that i know of inside euchre or this function all the declarations are the same as well
2519,imi71feppn25le,142,euchre,1,2016-04-01T20:59:40Z,5,1470666636027,my auto grader has said that it is being graded since 1100am this morning is there any way that i can submit a more recent version of my code i cant remove the submission that is currently being graded and i also cannot submit anything more until it done i just want to submit my new code what can i do
2518,imi6uie9t1ep3,100,euchre,0,2016-04-01T20:54:17Z,4,1470666636258,i am getting an error in player factory when i attempt to call each compiler the error reads error simplesimpleconst std string namein declared at line 77 is inaccessible i have written definitions for every function of the player class for both human and simple subclasses albeit maybe not correctly any ideas
2517,imi6jiiea1c3uo,158,euchre,0,2016-04-01T20:45:44Z,10,1470666636459,does anyone know what the que on the autograder is right nowcurrent time is 445 we have been waiting in que and were hoping to get a positive return from it so we could plan the rest of our daynights i know its not a technical question just a little frustrated
2516,imi68u70mse55t,148,euchre,0,2016-04-01T20:37:26Z,8,1470666636723,hi our submission was queued for about an hour and twenty minutes but now it says it was removed from the queue what is the reasoning for this should i try to resubmit right away or does this mean that something is wrong with my code thanks
2515,imi60o0eb1m1pr,105,euchre,0,2016-04-01T20:31:05Z,4,1470666636946,for this function do we need to reprint the hand at the beginning for human player
2513,imi5bsro7st17t,88,euchre,0,2016-04-01T20:11:44Z,4,1470666637440,are we required to write rmes for the helper functions that we write
2512,imi50xl9ak4405,93,euchre,0,2016-04-01T20:03:17Z,5,1470666637675,i got this weird problem when i try to compile euchrecpp
2511,imi50rz633t3n1,132,euchre,3,2016-04-01T20:03:10Z,4,1470666637894,my autograder submission has been in the beinggraded stage for more than 5 hours now when i try to submit a new version of my code i am unable to do so as it says you currently have a submission being processed please wait until it is finished before submitting again thanks for your help
2509,imi4mropipd4ao,97,euchre,0,2016-04-01T19:52:17Z,3,1470666638306,when creating tests for pack can we use the packin file for our test cases thank you
2508,imi4d3jx7by4fb,150,euchre,4,2016-04-01T19:44:45Z,18,1470666638523,my autograder is saying status queued i know i posted about this before but i am finished with my project and about to go out of town but i cannot leave with this thing pending can you please help
2507,imi4be5ile156j,67,euchre,0,2016-04-01T19:43:26Z,5,1470666638752,i am trying to set one vector equal to another like literally just assignment but it wont let me why is this top error
2505,imi3sjjeao1760,88,euchre,0,2016-04-01T19:28:46Z,3,1470666639240,my main function arguments look like this int main int argc char argv
2503,imi355m0yvd3pn,94,euchre,0,2016-04-01T19:10:35Z,4,1470666639728,i know that we are not supposed to include cpp files but we keep getting the undefined reference errors and these errors go away when we include cardcpp in card tests now this was brought up before 2450 and it was because of a wrong compile command in our case we are using the makefile to compile but the compile command we are getting for cardtest is g wall werror pedantic stdc11 cardtestcpp o cardtest while the line in the makefile is cardtests cardtestexes cardtestexe cardcpp cardtestcpp cxx cxxflags o so it should be linking cardcpp in the compile command but it is not is anyone else having this issue i dont want to submit with or without including cardcpp and having the whole project fail because of one line thanks
2502,imi30ktb56v6l2,83,euchre,0,2016-04-01T19:07:02Z,3,1470666639982,i only have compilation success and nothing on compiler standard output or error does this mean that the test case passed or failed
2501,imi2z2pv7pn5ia,81,euchre,0,2016-04-01T19:05:52Z,4,1470666640205,when testing playercpp are we only allowed to used euchre cards
2500,imi2ort75wd4l2,83,euchre,0,2016-04-01T18:57:51Z,4,1470666640416,undefined symbols for architecture x8664 main referenced from implicit entrystart for main executable ld symbols not found for architecture x8664 clang error linker command failed with exit code 1 use v to see invocation make cardtest1exe error 1 i cannot test my euchrecpp i cannot find this error help please
2499,imi23fncfos6j6,159,euchre,3,2016-04-01T18:41:15Z,5,1470666640621,my partner and i had a panicked and removed ourselves from the queue when we read a piazza post that said they were receiving an error and that only 3 tests were showing up on autograder we submitted before today and were happy with that submission since we removed our submission from the queue will our latest submission be one that we previously submitted a few days ago or will it still be the one we removed
2498,imi1sp1n9sz2qa,86,euchre,0,2016-04-01T18:32:54Z,4,1470666640858,during each trick there is a leader player who leads the trick they lay down first the card and then the other players play cards the leader doesnt play a card right other than the lead cardfirst card laid down thanks
2497,imi1m1a2p9o744,61,euchre,0,2016-04-01T18:27:43Z,4,1470666641084,hi under test that fail it says i failed one test but it includes cardtest1exe as well as cardpublictest i ran both tests on vs they were both correct would any one point it out to me which one is the problematic file thanks
2496,imi1jyyjity39y,73,euchre,0,2016-04-01T18:26:07Z,4,1470666641292,when i try to compile my files in terminal it shows error messages as the following does this mean the errors are all in playercpp or is it possible that the errors are in euchrecpp
2495,imi14jyeqsm3pv,145,euchre,1,2016-04-01T18:14:08Z,15,1470666641503,i get an error in autograder it only complies less than half of the files
2494,imi0wdxvr6n2pf,165,euchre,0,2016-04-01T18:07:47Z,6,1470666641759,are you guys going by valgrind info or is a grader just going to see if we deleted elements from the heap
2493,imi0i0ds44l18k,141,euchre,1,2016-04-01T17:56:36Z,14,1470666641989,just as an update i just went from the received status to queued on the autograder so if this is any indication hopefully it is getting closer to being fully functional again
2492,imi0dup78ia61q,66,euchre,0,2016-04-01T17:53:22Z,4,1470666642208,when testing maketrump the project specs say that a simple player will order up the suit with the same color as the upcard if they have one or more face cards of that suit in their hand so say that you have the jack of hearts in your hand and the upcards suit is diamonds would makeplayer equate to false since jack of hearts is technically a diamond and is therefore the same color and suit as the upcard
2490,imhyvu527mp1z0,92,euchre,0,2016-04-01T17:11:22Z,4,1470666642399,does the inserted pack get shuffled before each hand is dealt or do the shuffles stack where the second hand is dealt from a shuffled version of the first shuffle of the pack
2489,imhyjj6sbz65yz,66,euchre,0,2016-04-01T17:01:48Z,4,1470666642665,we are receiving this error when we run make euchre we have no clue where the error is coming from we checked playercpp and we have implemented every function from the header and declared the ones that are const to be const in simple and human
2488,imhyci6xvwr16b,87,euchre,0,2016-04-01T16:56:20Z,4,1470666642864,when i use the sort function in any of my player member functions that arent of type void i get an incredibly long error that seems to basically say that there doesnt exist an operand of type for types const card and card but i dont understand why that is and how im supposed to fix it if the error is within the sort function
2487,imhy5l583qt59j,70,euchre,0,2016-04-01T16:50:57Z,4,1470666643089,when a human player is prompted to order up or pass should we check that their entry is valid the upcard suit or pass if so do we use assert or just print an error message
2486,imhxd60aq5h5f8,59,euchre,0,2016-04-01T16:28:51Z,5,1470666643343,in my deal function in the maincpp file when i deal using dealone about half of the time i receive this error project4838970x7fff7a9f9300 malloc error for object 0x100200a00 incorrect checksum for freed object object was probably modified after being freed set a breakpoint in mallocerrorbreak to debug lldb the other half of the time the function runs smoothly and im able to continue down my file why is this happening
2485,imhx1ek566h3f5,56,euchre,0,2016-04-01T16:19:42Z,5,1470666643552,the spec for taking the first trick is that the eldest hand leads which player is that the one to the right of the dealer
2484,imhwfzq2vmj6e2,100,euchre,0,2016-04-01T16:03:03Z,6,1470666643779,im not quite sure what the error iswhat the and symbols indicate is there ever an instance where were supposed to print two new lines after something besides when we print the second teams score is there supposed to be a newline after the winners of the whole game are printed thanks
2483,imhwbm2ftg82kf,115,euchre,0,2016-04-01T15:59:39Z,10,1470666643984,if we submit to the autograder and then remove ourselves from the autograder queue does it count that as our most recent submission
2482,imhw4vo6piu6ql,99,euchre,0,2016-04-01T15:54:25Z,5,1470666644210,what does it mean if the autograder says status received why can i not see my score for this submission
2481,imhw3o88xzd3ga,60,euchre,0,2016-04-01T15:53:29Z,4,1470666644714,how do we determine the order of the scores we print after trick taking team of players 0 and 2 first team that won the trick first team that is in the lead first
2480,imhw2g645vt2nn,61,euchre,0,2016-04-01T15:52:32Z,5,1470666644951,hi i dont know if this was asked before people i asked gave me conflicting answers but if the leftbower has the same suit as the lead card or do we play something else for simple player for example hearts is the lead card suit and i have a jack of hearts where diamonds is trump do i play this jack if its the highest heart card i have or is it considered part of the trump suit
2479,imhvyorpv5l5qf,107,euchre,0,2016-04-01T15:49:36Z,7,1470666645152,i just submitted to the autograder but it is not saying the typical queued or grading and instead it just says received but is not doing anything i noticed this was a problem before on piazza and i was wondering if it was fixed now
2478,imhvr9w0feo2f6,101,euchre,2,2016-04-01T15:43:50Z,5,1470666645376,my autograder just freeze at this step for 50 mins
2477,imhvbdukrlk1r8,62,euchre,0,2016-04-01T15:31:29Z,4,1470666645601,when i run the driver in terminal it deals 32232 and then nothing happens for about a minute until finally it prints out killed 9 and exits how can i fix this
2476,imhuvfbh8dvn9,60,euchre,1,2016-04-01T15:19:04Z,4,1470666645824,hi i am a bit confused about what the auto grader is testing in the withsolutioncardpack tests i do not understand the difference between those tests and the plain euchretest00 type tests can anyone help me to understand it would be greatly appreciated
2473,imhtz81niu11x,82,euchre,0,2016-04-01T14:54:02Z,4,1470666646457,i got a similar error with a post problem which said resolved but it didnt show any solution on that one i cannot find out why am i getting this error massage when going through the public test for player undefined symbols for architecture x8664 playerfactorystd1basicstringchar std1chartraitschar std1allocatorchar const std1basicstringchar std1chartraitschar std1allocatorchar const referenced from main in playerpublictesto ld symbols not found for architecture x8664 clang error linker command failed with exit code 1 use v to see invocation
2472,imhtqggnhpw16g,75,euchre,1,2016-04-01T14:47:13Z,4,1470666646684,i knew the test for pack will be handgraded but were not turning extra files we read in if we dont how can the test be handgraded if the grader does not know my input
2471,imhtecbymb13k1,76,euchre,2,2016-04-01T14:37:48Z,4,1470666646957,i know it says that helper functions need to be static but in euchrecpp the functions i made were to make the main function smaller in lines do those functions count as helpers and therefore static
2470,imhta12kju4q7,67,euchre,1,2016-04-01T14:34:26Z,4,1470666647179,in the first hand of the correct output on the third trick player drew plays the jack hearts after diamonds was led in the very next trick diamonds is led again except not drew plays a diamond wouldnt drew have to have played the diamond in the previous trick ie drew can follow suit and doesnt
2469,imhsn2def4c6hx,108,euchre,0,2016-04-01T14:16:35Z,5,1470666647429,hi we have run our code against the euchre tests give test00 test01 and test50 and when we run them on terminal there is no difference we have put them in a diff checker to double check but we arent passing the tests on the autograder any ideas why thanks
2468,imhr7t1sppeg5,73,euchre,0,2016-04-01T13:36:43Z,3,1470666647686,any idea where the difference could be im not seeing any indicators of a difference
2467,imhq1lyqu6t46q,95,euchre,1,2016-04-01T13:03:55Z,5,1470666647906,hi my euchre test 50 looks the exact same as the correct test output line for line yet for some reason the sdiffautograder say that every single line is different than the correct output even the newlines this is in spite of the output looking the exact same to the naked eye and the online diffcheckercom i was wondering what the source of the problem might be
2466,imhnwnynbi921s,64,euchre,0,2016-04-01T12:04:05Z,4,1470666648155,can i declare helper functions in the private section of a class if i use them only in the public section of that same class
2465,imhne23ekjz58f,82,euchre,0,2016-04-01T11:49:37Z,5,1470666648364,i am trying to access mfile to submit my files to the autograder but when i type mfileumichedu in my browser i am getting a 400 bad request can anyone confirm that caen is down
2464,imhmz6y780423k,87,euchre,0,2016-04-01T11:38:03Z,4,1470666648627,the spec says not to include our human player tests in our autograder submission does this mean that we should not include tests forany human functionalities at all including playerfactory getname and with a human player
2463,imhmxnvz5iy44d,82,euchre,0,2016-04-01T11:36:52Z,4,1470666648861,when i use diff to check my output for euchretest00out and euchretest00outcorrect the only output i get is bash42 diff euchretest00out euchretestoutcorrect 47d46 bash42 does this mean that theres a difference between my output and the correct output and if so can anybody point me towards what that difference might be
2462,imhku6do5fx45s,92,euchre,1,2016-04-01T10:38:10Z,4,1470666649090,should these compiler standard output sections be blank they are for all of my student test suites also should there be a suite for student pack tests i dont have one just wondering
2461,imhksmlquqr3jh,71,euchre,0,2016-04-01T10:36:58Z,4,1470666649316,im getting a error on caen when i run the make test command i get the following which i dont really understand euchre packin noshuffle 1 alice simple bob simple cathy simple drew simple euchretest00out make test error 1 bash42 make test error 1 any help would be great thanks
2460,imhgp02h81166c,107,euchre,1,2016-04-01T08:42:10Z,3,1470666649578,ive been on the queue for one hour now and it is almost 5 in the morning i was wondering if there is something wrong with the autograder or if the volume is still that high this early in the morning
2458,imheeprqvtvs2,88,euchre,0,2016-04-01T07:38:11Z,3,1470666650054,when i run a diff check i get this on euchretest00out and euchretest00outcorrect i keep getting the same problem bash42 diff euchretest00out euchretest00outcorrect 1c1 euchre packin noshuffle 1 alice simple bob simple cathy simple drew simple euchre packin noshuffle 1 alice simple bob simple cathy simple drew simple ive tried about everything i can to make the output match but cant think of anything else to do any ideas thanks
2457,imhe8swh9d144e,57,euchre,0,2016-04-01T07:33:35Z,4,1470666650288,in the clarification document it says that several functions take a string parameter to indicate a trump suit the requires clauses for these functions should include that the string must represent a valid suit ie one of cardsuitspades cardsuithearts cardsuitclubs cardsuitdiamonds because the function does not allow me to leave there without an else branch if i use several if branch to get the output ie suitnext i wonder am i able to print out an error message if the case that invalid string as parameter happens
2456,imhe8infnm22oy,89,euchre,0,2016-04-01T07:33:22Z,4,1470666650478,ive been in the queue for over an hour now is that normal for 2am should i plan for an even longer queue tomorrow thanks
2455,imhcyj3szaj33r,96,euchre,0,2016-04-01T06:57:36Z,5,1470666650748,is it safe to assume that argv1 will always equal some sort of pack name i cant find any examples of the command line input without packin
2454,imhcpp28dxm6w5,75,euchre,1,2016-04-01T06:50:44Z,8,1470666651010,for some reason when my partner and i put the arguments to run the euchre program into the arguments passed on launch xcode tells us that the number of arguments is 13 when it is clearly 12 we also tried running it on terminal but had the same issue any ideas on why this is happening would be greatly appreciated thanks
2453,imhbx0fp9hy4wb,133,euchre,1,2016-04-01T06:28:26Z,6,1470666651253,i am failing cardpublictest packpublictest playerpublictest and euchretest00 all of these pass when i test them in caen and i am passing the autograders playerpublictestwithsolutioncard and euchretest00withsolutioncardpackplayer any ideas on why
2452,imhbub1brm31vy,134,euchre,1,2016-04-01T06:26:19Z,6,1470666651614,i was wondering if there is any way to input all the outputs im supposed to cin when i run the compiler to test human so for like euchre packin noshuffle 1 alice human bob human cathy human drew human this is there any way to put in euchretest50in right away so that i can get the exact same output as euchretest50outcorrect thank you in advance
2451,imh9afxel2m3n3,108,euchre,1,2016-04-01T05:14:53Z,6,1470666651889,hey i put make in the command line i passed all the tests i wrote and then this came up any ideas euchre packin noshuffle 1 alice simple bob simple cathy simple drew simple euchretest00out terminate called after throwing an instance of stdlogicerror what basicstringsconstruct null not valid binsh line 1 46951 aborted euchre packin noshuffle 1 alice simple bob simple cathy simple drew simple euchretest00out make test error 134
2450,imh8lyt0sbc37g,108,euchre,0,2016-04-01T04:55:51Z,4,1470666652108,what could be causing this error the libraries we have included in euchrecpp include cardh include packh include playerh include array include vector include string include iostream include fstream include cassert include algorithm
2448,imh89qud5un24y,77,euchre,0,2016-04-01T04:46:21Z,5,1470666652591,when i call player alice playerfactoryalice simple i get undefined reference to playerfactorystdstring const stdstring const i have included playerh iostream cassert and algorithm
2447,imh7l4bm4d746v,92,euchre,0,2016-04-01T04:27:12Z,4,1470666652886,when i run this command bash42 diff euchretest00outcorrect euchretest00out i get this 46c46 alice and cathy win alice and cathy win no newline at end of file except i have checked both files and they are identical we have included the new line at the end of the file is there something im missing i read 603 but am not sure if that applies to this problem any ideas
2446,imh7bgj7ziu6sr,90,euchre,1,2016-04-01T04:19:42Z,4,1470666653092,does the autograder student test case evaluation tell you anything other than it compiles does it tell you that you have false positive
2445,imh6lghmtqz58g,104,euchre,0,2016-04-01T03:59:28Z,4,1470666653337,whats the python file for
2444,imh68iem1az6q8,100,euchre,0,2016-04-01T03:49:24Z,3,1470666653576,when i run my code all of euchretest00 and euchretest01 match perfectly but it is telling me my euchretest50 files differ i copied and pasted the outputs into an online checker and it came back matching it appears that there are bits of addresses at the end of some lines on my euchretest50outcorrect file that are causing this i will attach a photo of my command line output so you can see is there anything im not getting here that should be obvious
2443,imh5w1mnawn29h,91,euchre,0,2016-04-01T03:39:43Z,4,1470666653796,my partner and i have been passing a temp through our player factory in order to switch who is leading each hand and who is dealing at the start of a new round however i think this may be more harmful than it is beneficial can anyone comment if this will lead to a multitude of problems or will this strategy work wed greatly appreciate it thank you in advance
2442,imh5qg9l16q1jz,118,euchre,0,2016-04-01T03:35:22Z,5,1470666654051,is euchretest50 on the autograder exactly the same as the euchretest50 from the starter files just trying to figure out why its failing
2441,imh55vmykg339m,81,euchre,3,2016-04-01T03:19:22Z,6,1470666654277,valgrind shows that the program possibly lost 2218 bytes in 70 blocks but everything else shows no loss is this okay or do we have an error
2440,imh55454h2h20,103,euchre,0,2016-04-01T03:18:46Z,3,1470666654501,i wrote many many many test cases so it took my computer about 3 and a half minutes to run all the test cases will there be a run time limitation on autograder i mean if my code lasts a long time say 10 minutes will the autograder judge it false
2439,imh53cs9wul6j4,72,euchre,0,2016-04-01T03:17:24Z,4,1470666654746,in cardpublictestcpp im failing the following assert on line 22 assertthreespadesgetsuitcardsuitclubs cardsuitspades i thought getsuit doesnt have any parameters what is this function call doing thank you
2438,imh4fp1n8z414s,81,euchre,0,2016-04-01T02:59:00Z,3,1470666654972,if the dealer orders up trump in the first round they still have the option to addanddiscard the upcard correct
2437,imh4ejhgiy7jw,83,euchre,0,2016-04-01T02:58:07Z,3,1470666655252,while testing my addcard function i test the same hand twice it passes for the first trick but for the second trick it ends up playing the nine of spades which coincidentally or not is the card i dealt in the first trick in my function i swap the card at the end of hand with the card thats going to be dealt and then make sure to decrement the size of the hand why might it be returning the card that was dealt in the last trick
2436,imh43pgjvun3pp,84,euchre,0,2016-04-01T02:49:41Z,6,1470666655472,we are running euchrecpp and it is compiling all output is correct except instead of printing players names our code is printing the address of these names we use vectorplayer to hold the players and when we print we call cout gameplayers0
2435,imh41ds1vii1tz,77,euchre,0,2016-04-01T02:47:53Z,6,1470666655736,just for the purposes of clarification should we print the command line arguments euchre packin before any error checking or should we not print that until all potential command line errors are checked
2434,imh3xf7teu24g0,71,euchre,1,2016-04-01T02:44:48Z,2,1470666655969,is there a newline after all user prompts and is there a space after human player bob please enter a suit or pass for example
2432,imh3lmlpx6v709,54,euchre,0,2016-04-01T02:35:38Z,3,1470666656380,if i write tests for helper functions in any of the test cpp files will these files be rejected by autograder since the solution doesnt contain my helper functions thanks
2431,imh3ik41dm53yv,84,euchre,0,2016-04-01T02:33:14Z,3,1470666656663,for our player test cases where we created simple players to test the functions in player would you guys count the test cases invalid if we dont delete the players at the end
2429,imh2tmtsxzq74l,109,euchre,0,2016-04-01T02:13:51Z,5,1470666657068,when i run euchretest01 in xcode with the arguments passed in via command line tools it seems that all the cards are dealt as they should be according to this tests correct output until nine of clubs is dealt in place of a card with a suit of diamonds the latter of which is correct according to this tests correct output after shuffling the cards via my shuffle function and via shuffling by hand it seems that nine of clubs must come after ace of hearts however the correct output says that no player seems to have nine of clubs my dealing code seems to distribute cards according to the proper pattern as i fully passed euchretest00
2428,imh2nkcjr865lu,59,euchre,0,2016-04-01T02:09:08Z,3,1470666657299,for the functions we write in euchre outside of main do we need to make those static
2427,imh2h6oy93n5i7,90,euchre,0,2016-04-01T02:04:11Z,4,1470666657553,i am writing a test function for the function virtual void addcardconst card c how can i initialize a players hand of cards
2426,imh2brs5wa069,72,euchre,0,2016-04-01T01:59:58Z,4,1470666657773,what does it mean by files were discarded due to being unnecessary on the autograder does it mean that my tests gave a false positive bug
2425,imh2a0hc63bua,118,euchre,0,2016-04-01T01:58:36Z,4,1470666658007,none of the three tests add an option for trump was made in round 1 and the human dealer was asked to discard i saw that all the making process should be together so the output should like this right for that case without a blank line bob passes cathy orders up diamonds human player alices hand 0 jack of hearts human player alices hand 4 ten of diamonds discard upcard ­1 human player alice please select a card to discard
2424,imh1xe2xbh24m,87,euchre,0,2016-04-01T01:48:47Z,4,1470666658243,im having trouble figuring out why this is the correct strategy trump suit diamonds led card ace of spades simple players hand ace of hearts nine of clubs jack of diamonds queen of diamonds king of diamonds euchretest01outcorrect says that the ace of hearts should be played in this senario however shouldnt the nine of clubs be played since this player cannot follow suit no spades and thus would play the lowest card in her hand nine of clubs
2423,imh1fho22vz1sx,78,euchre,1,2016-04-01T01:34:52Z,4,1470666658513,when testing the function player playerfactoryconst stdstring name const stdstring strategy how to test the strategy
2422,imh1bc1uu9i7lx,80,euchre,0,2016-04-01T01:31:38Z,4,1470666658765,when i try to compile playercpp my playerfactory function gets an error like so error cannot allocate an object of abstract type human return new humanname im not sure why this is happening any ideas when i compiled it i used make playerpublictest
2421,imh0q3te6cr39z,61,euchre,0,2016-04-01T01:15:08Z,4,1470666658998,so i am going back and looking over my test cases for card i noticed that i have already tested everything i could thing of in teststarter when i was making sure it ran while i was making it do i need to submit more then one file if it all works right will i be marked down
2418,imh0j6v8b571sh,88,euchre,1,2016-04-01T01:09:45Z,5,1470666659688,do we need to write unit test for human player if so how can we implement human input
