n,id,unique_views,tag,good,created,bookmarked,t,content
1515,htp79c24lap27,61,student,0,2014-04-07T03:28:44Z,5,1470678012994,are we going to be graded on the amount of helper functions we have in the driver because in euchre we were
1514,htp5zxrkp613g,106,student,0,2014-04-07T02:53:26Z,4,1470678013269,i think i am sorely misunderstanding the function expose and its purpose so it is a member function of all players so in essence each player has the ability to expose a card i just think the way that this project is structured is extremely frustrating why would we not give players their own hand data member variables and bank rolls i dont think it makes a lick of sense to keep it outside in the main driver program that just seems like poor confusing style and code organization to me anyway the driver needs to deal four cards initially 2 face up aka exposed to the player and 1 face up exposed and 1 face down to the dealer should we deal 4 cards to an array in the main driver then expose them accordingly or what because i would expose them from the deck as needed but the only problem is is that not all cards always are exposed sometimes the dealers holed card is not exposed so confusing
1513,htp57imv1o22u6,69,student,0,2014-04-07T02:31:20Z,4,1470678013513,okay so maybe my logic is way off for this function but i thought of making 2 for loops one from 0 to 12 and the other from 0 to 3 and assigning a card for every loop through totaling 52 cards but i cant do this because rank is a private member variable any help
1512,htp4pg3t1rf1ek,70,student,0,2014-04-07T02:17:17Z,4,1470678013710,sorry if this question was posted before or if im completely misunderstanding it if a hand has two aces one of them would be 11 and the other would be 1 so what would handissoft return
1511,htp4afltfxy3do,123,student,0,2014-04-07T02:05:37Z,5,1470678013915,this may be a dumb question but can somebody please explain how shuffling works i thought i had understood it correctly but it didnt work when i tested my code the h header only explains to a certain extent specifically the first step when you cut the deck that just means you simply pick up the top n cards right and you dont make an inverted pile of them by picking them off one by one then you pick off a card each from the right cut and the left cut and make a partially new deck from itso the top card from the right deck becomes the bottom card from the new pile right finally filling in the remainderdoes that mean you just plop the rest of the cards back onto the new pile or do you one by pick off the top card from the rest and place it onto the top of the new pile
1510,htp46ao2rbl7bb,72,student,1,2014-04-07T02:02:24Z,4,1470678014117,sorry if this has already been asked but in the spec it says we should submit decktest00cpp decktest01cpp decktestnncpp and same for playertest but decktest00 and playertest00 were included in the files we were given so should we submit those or create our own decktest00 or just start at decktest01
1509,htp2n2mvsq75fi,78,student,0,2014-04-07T01:19:27Z,4,1470678014380,im having a problem with my shuffle function and i cant debug the rest of my game without getting through this first when i shuffle my deck it cuts properly at the first cut but afterwards it starts changing cards in my deck to the two of spades so that after 2 or 3 cuts my entire deck is all two of spades i checked my deck shuffle function and im not sure what exactly is the problem can anyone clarify
1508,htp1x37y4r43f5,85,student,0,2014-04-07T00:59:15Z,4,1470678014612,so when we write the default constructors for players simple counting and competitor since each player has a hand of cards aka a private member data of type hand and a bankroll private member data of type int im a bit confused about what exactly we have to and dont have to do i know to initialize a private int member data is easy simple bankroll0 but the hand object has me a little confused when we give the simple class an object of type hand in the private data section my understanding is that the default constructor runs and a basic hand object is created so it follows that in the default constructor for a derived class we dont need to touch object member data since they have their own default constructor so basically simple bankroll0 would be sufficient for the default constructor additionally lets say we inherit the simple class into the counting class this means that an object of type counting will inherit private member data int bankroll and hand hand since every player no matter what strategy her she decides to follow has a bankroll and a hand but as mentioned in earlier piazza posts we need to add an additional private member variable for the count part in counting so i know that in the default constructor for counting we need to set the variable responsible for counting to 0 what i am fuzzy about is whether or not i need to also initialize the other inherited private member data since the need to set the new counting member to 0 kind of interferes with the other old inherited private member data bankroll and hand do you see my dilemma i was thinking that this should be ok counting count0 but if adding in this new count variable will interfere with the automatic running of the inherited constructor of simple i was thinking i might have to do counting bankroll0 count0 instead thoughts thanks in advance
1507,htp1ja64bcg29,57,student,0,2014-04-07T00:48:31Z,5,1470678014834,so im working on cleaning up the code in the main driver file and im trying to implement some helper functions to do so however ive been having lots of difficulty passing the pointer to the player to these helper functions ive tried it a few different ways and i keep getting the compile error cannot allocate an object of abstract type player since player has pure virtual functions ive also experimented with function templating to try to pass the player pointer through but nothing has worked so far does anybody have any suggestions for passing a class to a helper function thanks in advance for the help
1506,htp1aovlquw1z4,49,student,0,2014-04-07T00:41:50Z,4,1470678015067,im getting an expected expression warning in my handvalue but i dont know why heres a screenshot
1505,htp0ucmdrwi3yp,68,student,0,2014-04-07T00:29:07Z,5,1470678015300,all the spec page said is that an ace will be hard or soft depending on whichever is more advantageous my question is what would the value of an ace be in different scenarios below 1 hand has ace and two 2 hand has ace and ace 3 hand has ace and seven and ace
1504,htoydqsqvwl4fu,75,student,0,2014-04-06T23:20:13Z,4,1470678015541,so i have been typing the whole g pedantic walletc into the terminal to compile and test blackjackcpp but is there a way to compile the blackjack file with just make blackjack or something
1503,htovxty1yw2ad,89,student,0,2014-04-06T22:11:52Z,5,1470678015763,is anyone else removing the randh portion of their code to test the blackjack outputs against the correct test case given to us if we dont remove it wont we always get random cuts that are different from that in the test case wont this make testing our code a pain
1502,htovt2pkmer256,87,student,0,2014-04-06T22:08:10Z,5,1470678015968,player dealt king of clubs dealer dealt queen of clubs player dealt ace of spades player dealt natural 21 players total is 21 dealers hole card is king of diamonds dealers total is 20 player wins hand 12 bankroll 47 is the portion enclosed in the angled brackets necessary
1501,htoueyvxbpc26l,79,student,0,2014-04-06T21:29:12Z,4,1470678016206,initially we deal 4 cards 2 to player and 2 to dealer if the player is never exposed to the dealers down card does the deck still decrease by a minimum of 4 cards from 52 48 cards i understand that the player will not change his own count of the deck2 1 etc but does the down card affect how many cards we have left in the deck and when we need to call shuffle deck count 20
1500,htotsq2cos26dm,93,student,1,2014-04-06T21:11:54Z,4,1470678016406,should we write test cases to ensure the program crashes if you pass in a negative number or a number greater than 52 for shuffling im leaning toward no because if it crashes that means you identified a bug which isnt true also 052 is part of the requires clause thanks
1499,htotf8ybbhuck,101,student,0,2014-04-06T21:01:25Z,5,1470678016624,can we add member functions to counting and competitor i want to add a getter to counting for testing purposes i received this error when i added my getter to counting class player has no member named getcount i understand somewhat why this wont work the case when argv3 is simple but how can i check count if it is private without a getter
1498,htosoa5uig343y,111,student,0,2014-04-06T20:40:27Z,4,1470678016819,hi my partner and i submitted the exact same cpp files for project 3 however i received 3 points lower than him these 3 points were not in the autograder component but rather the style component what is the eecs 280 policy on discrepancies between partners for projects i understand that the eecs department works hard to avoid these confusions and standardize the style guidelines and am wondering if i can receive the 3 points that my partner did this was the policy in 183 however i dont want to risk my partners grade and have him receive my grade how can this problem be handled thank you
1497,htosntk0gu34lw,95,student,0,2014-04-06T20:40:06Z,5,1470678017050,do we announce shuffling the deckn and the cut anytime we shuffle or just for the first 7 shuffles
1496,htoslxkcl1g410,88,student,0,2014-04-06T20:38:38Z,5,1470678017302,my partner and i tried to create a static function to check the count of the counting player but it was not part of the player class so we ran into issues when running the test file how can we test the results of the expose function without using other member functions
1495,htos7qe4ot94b6,102,student,0,2014-04-06T20:27:35Z,8,1470678017536,the project spec says that when a player has a hard count if his hand totals 11 or less then he should hit but it seems to me that it would be impossible for a player to have both a hard count ace counts as a 1 and a total of 11 or less this would mean that the hand total is between 1 and 10 without the soft ace but this means that that hard ace could more advantageously be counted as a soft 11 without the player busting im asking because im trying to come up with a test case to test this behavior but i cant figure out a hand that would lead to the behavior being required
1494,htos2lr63xl290,79,student,0,2014-04-06T20:23:36Z,4,1470678017739,at the beginning of my blackjack game i call rand and shuffle 7 times each time i call blackjack number number simple counting competitive the same 7 numbers are randomly generated even if i recompile shuffling the deck cut at 39 cut at 22 cut at 33 cut at 37 cut at 38 cut at 37 cut at 38 is there a problem with randcpp or the way im using it
1493,htorgn2b6x1718,62,student,0,2014-04-06T20:06:31Z,7,1470678017999,say player value is 19 dealer up card ten of hearts dealer hole card seven of hearts does dealer lose or will dealer hit to try and win
1492,htorb3evkx4451,47,student,0,2014-04-06T20:02:12Z,4,1470678018204,what are we supposed to do if the command line is inputed incorrectly is there an error message were supposed to print
1491,htoqlxds53e2cv,90,student,1,2014-04-06T19:42:38Z,4,1470678018424,do shuffle0 and shuffle52 result in the same new deck or does one of these reverse the cards ie when the deck is cut entirely into the left group or the right group does the deck not really shuffle effects cut the deck into two segments the first n cards called the left and the rest called the right note that either right or left might be empty then rearrange the deck to be the first card of the right then the first card of the left the 2nd of right the 2nd of left and so on once one side is exhausted fill in the remainder of the deck with the cards remaining in the other side
1490,htoqbv0eq9x3nd,61,student,1,2014-04-06T19:34:49Z,4,1470678018640,do we return doublemin or bankroll if count is greater than two or if count is greater than or equal to two
1489,htopnsh042u1j1,84,student,0,2014-04-06T19:16:05Z,5,1470678018854,i am narrating my understanding of how grades for test cases in this project work i am not sure if my understanding is correct or not so if i am wrong in any of these statements please let me know we have to submit test cases for deck and player any test case that calls a correct implementation buggy is thrown out and we lose points as a result so lets pretend i write separate test cases for two independent behaviors ex deck cards are in correct order after shuffling and shuffling is off by one if the shuffling off by one test case is called on a buggy implementation of shuffle that only puts the decks cards in the wrong order test case tests a behavior that is different from bug but correctly avoids the off by one error then this test case will be successfuland i assume we wont lose points for it thus we will only lose points if an absolutely perfect deckcpp for example is called buggy in any of our submitted test cases right this follows with the question what if we somehow provide a bunch of test cases that are irrelevant to what the buggy libraries do and all of the buggy libraries are determined to be correct do we gain points or lose points is our primary goal to catch the maximum number of errors that we can think of so that any of our test cases catches a buggy library or to do our best to make sure that the test cases we submit dont mark correct implementations as buggy
1488,htons3tvrwl1l4,98,student,0,2014-04-06T18:23:28Z,4,1470678019068,im having a little trouble with my player factory function i create an instance of each of the players using static now in my function when i try to return the value of either the simple counting or competitor instances it gives me an error it says that i cannot initialize return object of player to rvalue of type simple since simple is derived from player shouldnt this be legal
1487,htongzszi4g43a,88,student,0,2014-04-06T18:14:49Z,5,1470678019279,i have seg fault when my deck object goes out of scope int main deck d dshuffle20 return 0 this program will simply report seg fault when the main function ends im sure it is not the shuffle that cause the segfault what happen thanks
1485,htoifmfej502il,104,student,0,2014-04-06T15:53:47Z,6,1470678019706,ive implemented the counting class to inherit from the simple class and the competitor class to inherit from the counting class in my playercpp implementation as shown below but for some reason the competitor player is inheriting functions from the simple player rather than the counting player for example the shuffled function doesnt do anything in the simple class but modifies a private member variable in the counting class when i try to call shuffled with the competitor player instead of doing what it does for the counting player it does nothing can anyone think of a reason for why this is happening class simple public player virtual void shuffled class counting public simple virtual void shuffled do something class competitor public counting no implementation for shuffled
1372,htecu6v9mzt28h,154,student,2,2014-03-30T13:19:27Z,10,1470678019920,im a graduating senior who wants to continue learning cs after graduation does anyone have any advice on how to best continue learning cs outside of u of m books online courses etc my goal is to build an ios app however im not sure if im ready for objective c any recommendations on where to go to pickup where we left off in eecs 280
1373,hteg7wfsknz70i,116,student,0,2014-03-30T14:54:06Z,4,1470678020154,i curious whether or not i could add card print function in my cardcpp to print out card or i have to write my own function in blackjackcpp
1374,htejxer7oqy3lx,83,student,0,2014-03-30T16:37:55Z,5,1470678020424,when testing my deckcpp i get this error when i step through the code i realize that the error comes after all the code is done and all the outputs are correct i also emailed my partner the code to run it on her xcode and she did not get this error any ideas on what error memory read failed for 0x0 means thanks
1375,htel77td5681xa,98,student,0,2014-03-30T17:13:32Z,5,1470678020627,is the minimum bet always 5 i dont see it on the command line
1376,htemzfnr9hh3ub,110,student,0,2014-03-30T18:03:28Z,5,1470678020834,im working out a bug on my cardsremaining function and i was hoping that i could get some tips when i subtract the pointer for the first card in the deck from the next pointer i get a negative number this is weird because i only increment next in other functions and first card pointer is never touched so next pointer should always be equal to or greater than first card pointer right what seems strange to me is that my deal function which uses the next pointer works perfectly which leads me to think that next pointer should not be giving me any trouble in the cardsremaining function ive taken a look at a few of the other threads on cardsremaining and im quite sure im on the right track as far as coding strategy goes but im not sure where my problem lies any tips
1377,htencqsozwfyv,143,student,0,2014-03-30T18:13:49Z,4,1470678021048,for conducting tests for counting player do we use the player factory function or can we just declare a counting object
1378,hteptj92s7d6t7,109,student,0,2014-03-30T19:22:52Z,4,1470678021275,just to clarify based on my interpretation of the project spec we only use counting player when writing tests for playercpp
1379,hter4mojvu93uw,161,student,0,2014-03-30T19:59:29Z,8,1470678021492,i wrote reset function but i havent found anywhere i could use it in this project anyone knows where to use this func
1380,htewjx2ml552p1,114,student,0,2014-03-30T22:31:20Z,4,1470678021703,find it closed now
1381,htex3ix76kv1ob,109,student,0,2014-03-30T22:46:35Z,4,1470678021909,re 1287 if the inputs to the program are such that the initial bankroll is less than the minimum bet i know the program should still shuffle and output as such do we then output that the player has his bankroll after 0 hands or just output the shuffle and then kill the program
1383,htf0nst3ax5209,180,student,1,2014-03-31T00:26:20Z,4,1470678022108,so i am really struggling to understand the hand adt 1 is the hand class describing an array or just one card such as where am i adding cards to in addcard card c awhat does it mean when in handissoft effect it says return true if and only if at least one ace is present 2 i think someone may have asked this but what exactly is an empty hand or are we suppose to figure it out our self
1382,htf015229zp509,103,student,0,2014-03-31T00:08:43Z,4,1470678022338,i just had a quick question about how the counting player is supposed to act during the game i understand that counting alters the way the player bets based on the card count but i was wondering if there is any specific way that counting alters the way the player decides to hit or stand based on the card count the spec seemed vague and seemed to hint at altering how to decide to hit or stand but there are no exact guidelines as there was for simple do we decide how to alter the strategy for if counting hits or stands or do we not alter the strategy that is given for wether to hit or stand in simple
1385,htgahndspga1e2,106,student,0,2014-03-31T21:49:15Z,5,1470678022573,hi am i allowed to create additional member functions for the derived player classes ie a function in the counting class to assist with card counting thanks in advance
1386,htgammazjwh7hj,96,student,0,2014-03-31T21:53:07Z,6,1470678022781,once an ace is turned over and counted as either soft or hard is it permanently counted this way so if an ace is counted as an 11 initially but later it would be more beneficial to count it as a 1 is the player allowed to change it back to a 1
1387,htgchq9p38k28d,87,student,0,2014-03-31T22:45:18Z,5,1470678022983,i understand that virtual functions may or may not be overridden if derived and abstract functions must be overridden but then why do we set the print function in polymorphismcpp to be virtual shouldnt it just be abstract since it is overridden every time
1388,htgimtd9xqo3or,92,student,1,2014-04-01T01:37:13Z,6,1470678023186,according to the pdf an ace is worth either 1 or 11 whichever is more advantageous to the player what exactly is this threshold of the ace going from being worth 11 to being worth 1 is it solely when the value of the hand the value of the latest card added to it is greater than or equal to 21 is it some lesser number i dont know
1389,htgiu53w4w7i,80,student,0,2014-04-01T01:42:55Z,4,1470678023390,say the dealer is dealt an ace and his hole card is a four his total would now be 15 he is then dealt two more aces would his hand total now be 17 counting one ace as an 11 and the other two as 1s in which case he would stop receiving more cards or 7counting all of his aces as 1s and keep receiving cards
1390,htgiwoqy9f61td,166,student,0,2014-04-01T01:44:54Z,5,1470678023619,hi i was just wondering whether it mattered what we named our classes so long as our player factory returns the correct reference static declaration of the specific class that was asked for for example would it be fine if i named my classes just simple counting and competitor
1391,htgjgo6imjw7nk,115,student,4,2014-04-01T02:00:26Z,4,1470678023822,
1392,htgjgpx9jmo54u,103,student,0,2014-04-01T02:00:28Z,4,1470678024050,what exactly does shuffled do the rmes explanation is really confusing is it suppose to cout a message if it has been shuffled and how does one check for if it has been shuffled or not
1394,htgmkp6bk412q8,86,student,0,2014-04-01T03:27:33Z,6,1470678024293,are we supposed to use the same algorithms for the draw function for the counting player as the simple player or are there other rules i cant find anything in the spec
1393,htgm9nxqdby48t,104,student,0,2014-04-01T03:18:58Z,5,1470678024503,if a player enters a negative number into the command line should there be an error that is printed also does the same happen for hands should there be any error checking in general from the command line
1384,htg9dbky2od5l9,99,student,0,2014-03-31T21:17:54Z,6,1470678024715,should we see a general trend of the counting player performing better than the simple player i am currently seeing the opposite trend which concerns me slightly thanks
1395,hthc7dbs5502gs,97,student,0,2014-04-01T15:25:01Z,4,1470678024942,i am working locally if that makes a difference not sure whats going on since this error has nothing to do without the big three thanks intvectorlab10cpp1336 error addition of default argument on redeclaration makes this constructor a default constructor arrayintvectorarrayintvectorint initcapacity defaultdatacapacity intvectorlab10h553 note previous declaration is here arrayintvectorint initcapacity
1396,hthgmy32w0t6gx,67,student,0,2014-04-01T17:29:06Z,5,1470678025161,i defined the following helper variables in cardcpp const char suitnames const int suitsize const char ranknames const int ranksize since the spec says that each file must be able to run on its own i defined the suitsize and ranksize again in deckcpp when i make decktest00 it says that i have multiple definition of those variables which makes sense because i do how do i make the deckcpp file work on its own without redefining the variables
1397,hthkzl7ki0g3ax,65,student,0,2014-04-01T19:30:55Z,4,1470678025360,inside of my player cpp i compared cards by using cardranktwo for example and in terminal i get this error playercpp in member function ‘virtual bool simpledrawcard const hand’ playercpp19 error ‘cardrank’ is not a class or namespace playercpp in member function ‘virtual void countingexposecard’ playercpp61 error ‘cardrank’ is not a class or namespace it runs in xcode but not in there terminal anyone have any advice of how i should fix this
1398,hthnzdwqz4e1ny,109,student,0,2014-04-01T20:54:44Z,4,1470678025578,for the addcard function 1 if we have value 19 the hand is hard card c we would like to add has rank 5 will we still add the card to the hand even though the value will be over 21 2 similarly if we have value 21 the hand is hard card c we would like to add is ace will we count the ace as 1 and add it to value thanks
1399,hthomrtyb0g1dk,91,student,0,2014-04-01T21:12:55Z,4,1470678025779,im confused as to how i can write tests for the counting player when testing for bet and expose function assuming i wrote a private data member in my counting player class how can i write tests that assume that the auto grader has the same data member same idea with my expose function it also is dependent on my count private data member
1400,hthoxh3xmxa4vi,76,student,0,2014-04-01T21:21:14Z,5,1470678026005,are we allowed to declare new member variablesfunctions in the derived classes im finding conflicting statements on piazze
1401,hthprfkryss53r,100,student,0,2014-04-01T21:44:32Z,6,1470678026218,if the inputs to the program are such that the initial bankroll is less than the minimum bet i know the program should still shuffle and output as such do we then output that the player has his bankroll after 0 hands or just output the shuffle and then kill the program can an instructor please comment on this
1402,hthrykyxbzz5oi,97,student,0,2014-04-01T22:46:05Z,4,1470678026431,how do i convert the enum in rank and suit to actual strings last project we had a string array which had all the strings needed in it but this one its not included can i just make an array of my own in cardcpp
1403,hthtlef6al530o,72,student,0,2014-04-01T23:31:49Z,4,1470678026635,so i made two const char array at the top of my cardcpp file to help me with my ostream operator the only place i even call this is in the implementation of that operator now when i compile my cardcpp this is displayed cardcpp5 error too many initializers for const char cardcpp6 error too many initializers for const char what does this mean any hint on how to fix it
1404,hthu34764543yg,133,student,0,2014-04-01T23:45:36Z,6,1470678026882,is the impltestoverview file a text filetxt
1405,hthwx1yr1l44u1,96,student,0,2014-04-02T01:04:52Z,4,1470678027096,since the cpp files will be tested separately do i need to put the definition in every file or i can only use the overloaded output operator in cardcpp
1406,hthylw0a74b3h8,126,student,1,2014-04-02T01:52:10Z,6,1470678027324,heres some output from my latest tests of one of the players im working on shuffling the deck cut at 39 cut at 22 cut at 33 cut at 37 cut at 38 cut at 37 cut at 38 hand 1 bankroll 100 player bets 100 player dealt king of spades dealer dealt three of diamonds player dealt ace of clubs player dealt natural 21 hand 2 bankroll 250 player bets 250 player dealt ten of hearts dealer dealt king of hearts player dealt ace of spades player dealt natural 21 hand 3 bankroll 625 player bets 625 player dealt jack of spades dealer dealt three of clubs player dealt ace of diamonds player dealt natural 21 hand 4 bankroll 1562 player bets 1562 player dealt jack of hearts dealer dealt nine of spades player dealt ace of hearts player dealt natural 21 hand 5 bankroll 3905 player bets 3905 player dealt jack of diamonds dealer dealt six of diamonds player dealt ace of clubs player dealt natural 21 hand 6 bankroll 9762 player bets 9762 player dealt queen of hearts dealer dealt two of spades player dealt ace of spades player dealt natural 21 hand 7 bankroll 24405 player bets 24405 player dealt king of diamonds dealer dealt five of clubs player dealt ace of diamonds player dealt natural 21 hand 8 bankroll 61012 player bets 61012 player dealt queen of diamonds dealer dealt four of clubs player dealt ace of hearts player dealt natural 21 hand 9 bankroll 152530 player bets 152530 player dealt ten of clubs dealer dealt eight of hearts player dealt ace of clubs player dealt natural 21 hand 10 bankroll 381325 shuffling the deck cut at 23 cut at 23 cut at 22 cut at 39 cut at 33 cut at 19 cut at 25 player bets 381325 player dealt jack of spades dealer dealt six of diamonds player dealt ace of spades player dealt natural 21 hand 11 bankroll 953312 player bets 953312 player dealt ten of clubs dealer dealt nine of diamonds player dealt ace of clubs player dealt natural 21 hand 12 bankroll 2383280 player bets 2383280 player dealt jack of clubs dealer dealt four of diamonds player dealt ace of hearts player dealt natural 21 hand 13 bankroll 5958200 player bets 5958200 player dealt queen of hearts dealer dealt four of spades player dealt ace of diamonds player dealt natural 21 hand 14 bankroll 14895500 player bets 14895500 player dealt queen of diamonds dealer dealt two of hearts player dealt ace of spades player dealt natural 21 hand 15 bankroll 37238750 player bets 37238750 player dealt queen of clubs dealer dealt six of spades player dealt ace of clubs player dealt natural 21 hand 16 bankroll 93096875 player bets 93096875 player dealt jack of hearts dealer dealt two of diamonds player dealt ace of hearts player dealt natural 21 hand 17 bankroll 232742187 player bets 232742187 player dealt ten of diamonds dealer dealt six of hearts player dealt ace of diamonds player dealt natural 21 hand 18 bankroll 581855467 player bets 581855467 player dealt king of diamonds dealer dealt four of clubs player dealt ace of spades player dealt natural 21 hand 19 bankroll 1454638667 shuffling the deck cut at 23 cut at 24 cut at 31 cut at 22 cut at 27 cut at 34 cut at 30 player bets 1454638667 player dealt king of diamonds dealer dealt nine of diamonds player dealt ace of diamonds player dealt natural 21 hand 20 bankroll 1489113019 player bets 1489113019 player dealt jack of clubs dealer dealt nine of spades player dealt ace of spades player dealt natural 21 hand 21 bankroll 1575298899 player bets 1575298899 player dealt king of spades dealer dealt five of hearts player dealt ace of hearts player dealt natural 21 hand 22 bankroll 1790763599 player bets 1790763599 player dealt ten of hearts dealer dealt four of hearts player dealt ace of clubs player dealt natural 21 hand 23 bankroll 2329425349 player bets 1965541947 player dealt queen of spades dealer dealt six of hearts player dealt ace of diamonds player dealt natural 21 player has 1528596077 after 23 hands i think that its odd that playerbet takes in two unsigned ints for the bankroll and minimum bet and returns a signed int for the players bet since it seems like the player should never be allowed to make a negative bet and because a player may run out of numbers as happens above is there any reason for the function returning a signed int instead of an unsigned one yes the algorithm my player uses is a rather unconventional one no im sure drawing nine consecutive natural 21s between shuffles is fairly normal if youre playing with the right sort of people
1409,htisfxt7z0t75c,162,student,1,2014-04-02T15:47:21Z,9,1470678027539,is there a difference in the difficulty breadth and scope of the course if we take it in the spring im wondering because the spring term seems to be much shorter will the total amount of content taught be the same with the same amount of rigor
1410,htislh161ku1sc,125,student,0,2014-04-02T15:51:39Z,4,1470678027748,so for the counting class is the count suppose to be a private or global variable or something similar also for the competitor class how much variation would i need from counting and simple if i chose to make another counting strategy base off the counting class one with slight deviations would that be allowed
1411,htixfyhq5dw4vi,62,student,0,2014-04-02T18:07:20Z,4,1470678027986,ive thought about this for a while now and after some research i still dont understand the answer when you overload an assignment operator i understand why you need to return an address but what i dont understand is why do you do return this rather than return this i thought that this would returned a dereferenced pointer which i thought would return the object and i thought returning this give the address that this is pointing too but clearly this is not the case and when you try return this you get a compile error could someone please explain this to me
1408,hti23wgrnk57of,73,student,0,2014-04-02T03:30:09Z,4,1470678028186,i know that were supposed to output the cards dealt at the beginning of a hand but when the player hits or dealer hits should we also output player dealt rank of suit for each hit
1407,hti0018fp8t70m,79,student,0,2014-04-02T02:31:10Z,4,1470678028513,do we have to produce any output if theres a commandline error for example if someone enters too many arguments at the command line or if someone enters a random string for the playertype argument also do we crash the program like in euchre with exitexitfailure
1421,htjcjc4tpfe5kw,87,student,0,2014-04-03T01:09:52Z,5,1470678028988,i keep getting this error when trying to compile my player factory function playercpp26 error expected initializer before ‘’ token why am i getting this line 26 is player playerfactoryconst char s so i dont know why thats happening
1422,htjdos6kolw7ax,81,student,1,2014-04-03T01:42:05Z,4,1470678029206,when will submit280 be up for project 4
1423,htjeen1gqb181,102,student,0,2014-04-03T02:02:12Z,5,1470678029455,how can we give each of our derived classes reference to the member functions of the hand class i am getting these errors when i try to compile my playercpp playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x1c undefined reference to handhandissoft const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x33 undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x53 undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x69 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x7a undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0xaf undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0xc0 undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0xe1 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0xf2 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x127 undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x14b undefined reference to handhandissoft const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x15f undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x17f undefined reference to handhandvalue const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x195 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x1a6 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x1b7 undefined reference to cardgetrank const playercpptextzn6simple4drawe4cardrk4handsimpledrawcard hand const0x1e6 undefined reference to cardgetrank const
1424,htjfb4bw1uh3di,110,student,1,2014-04-03T02:27:27Z,6,1470678029654,should we refrain from giving our competitor class superhuman abilities
1425,htjgtuebr6g142,127,student,1,2014-04-03T03:10:00Z,6,1470678029865,if there is one card remaining in the deck and that card is then dealt what should the next pointer point to i havent seen this clarified anywhere in the spec but maybe im overlooking something thanks
1426,htjhw8nlske34,59,student,0,2014-04-03T03:39:52Z,4,1470678030084,according to todays lecture it seems like the enclosing class can not access its nested class thus we use friends to deal with it but how about the other way around
1427,htjjphy67gy49,95,student,0,2014-04-03T04:30:37Z,4,1470678030306,in my counting player i have a private int called count my expose function attempts to manipulate this value by count and count i am getting an error saying int countingcount is private followed by error within context on every line i try to modify count shouldnt i be able to modify count like this
1413,htj3g4o9oa16xu,87,student,1,2014-04-02T20:55:26Z,4,1470678030520,do we declare the derived classes simple player counting player and competitive player in playerh like how the derived classes for shape were declared in shapeh in lab 7 if not where are they declared
1414,htj3x3fq5zy64a,88,student,0,2014-04-02T21:08:37Z,5,1470678030723,is it safe to declare extra helper functions within our implementation of the player counting class and the player competitor class
1416,htj4acprgza4bi,104,student,0,2014-04-02T21:18:56Z,4,1470678030924,just to clarify we can work in partners for the test cases correct
1417,htj4yayqjy62i6,134,student,0,2014-04-02T21:37:33Z,5,1470678031117,spec if shuffle is called on a deck that has already had some cards dealt those cards should first be restored to the deck in the order in which they were dealt preserving the most recent postshuffledpostreset state so if we cut the deck at 26 and call shuffle again after dealing is the top card of the reset deck a two of spades or whatever the 26th card is the first card dealt in the previous shuffle
1418,htj6n1pm2no3ea,124,student,1,2014-04-02T22:24:47Z,7,1470678031329,i have a question about the implementation of abstract classes for example i want to use the draw in every classes so i implemented the draw in player then what should i put in the simple just a blank brackets like virtual bool drawcard dealer const hand player or what should i write thanks
1419,htj7xu2h8wf1ep,179,student,4,2014-04-02T23:01:10Z,6,1470678031603,are there overall class stats for p3
1412,htj13oactz221y,113,student,0,2014-04-02T19:49:45Z,6,1470678031827,in the spec it says simple does nothing for expose and shuffled does that mean we just dont include those functions in the implementation of simple also if counter and simple use the same strategy for draw is there a way for me to call the draw in simple for counter so that i dont just write the same function twice thanks
1415,htj44ztf2ja5yv,70,student,0,2014-04-02T21:14:46Z,5,1470678032025,ive created the implementation for the files that are in cardh and each time i try and compile it the complier gives me an error saying that suit and rank are not defined as a type i have included cardh and tried using initializer syntax and regular syntax as it is for example the constructor is card card code any thoughts on what could be going awry
1430,htkbebji4bz3zq,77,student,0,2014-04-03T17:25:44Z,5,1470678032252,i have a question regarding the output of the blackjackcpp should the players total be printed after each dealt card or after the player standsbusts in the sample output the player never drew a card after the initial two cards so when should the total be printed if the player does draw more cards afterward
